data;id;command;ischat;countsend
2020-06-12;1029125736;balance;False;None
2020-06-12;1029125736;spend;False;None
2020-06-12;1029125736;spend;False;None
2020-06-12;1029125736;topup;False;None
2020-06-12;1029125736;topup;False;None
2020-06-12;1029125736;balance;False;None
2020-06-12;1029125736;balance;False;None
2020-06-12;1029125736;spend;False;None
2020-06-12;1029125736;topup;False;None
2020-06-12;1029125736;topup;False;None
2020-06-12;1029125736;topup;False;None
2020-06-12;1029125736;balance;False;None
2020-06-12;1029125736;spend;False;None
2020-06-12;1029125736;topup;False;None
2020-06-12;1029125736;topup;False;None
2020-06-12;1029125736;balance;False;None
2020-06-12;1029125736;balance;False;None
2020-06-12;1029125736;spend;False;None
2020-06-12;1029125736;topup;False;None
2020-06-12;1029125736;topup;False;None
2020-06-12;1029125736;balance;False;None
2020-06-12;1029125736;balance;False;None
2020-06-12;1029125736;spend;False;None
2020-06-12;1029125736;topup;False;None
2020-06-12;1029125736;topup;False;None
2020-06-12;1029125736;balance;False;None
2020-06-12;1029125736;topup;False;None
2020-06-12;1029125736;balance;False;None
2020-06-12;1029125736;topup;False;None
2020-06-12;780918328;balance;False;None
2020-06-12;1029125736;topup;False;None
2020-06-12;1029125736;balance;False;None
2020-06-12;1029125736;topup;False;None
2020-06-12;1029125736;topup;False;None
2020-06-12;1029125736;topup;False;None
2020-06-12;1029125736;balance;False;None
2020-06-12;1029125736;spend;False;None
2020-06-12;780918328;spend;False;None
2020-06-12;1029125736;topup;False;None
2020-06-12;1029125736;balance;False;None
2020-06-12;1029125736;topup;False;None
2020-06-12;1029125736;topup;False;None
2020-06-12;780918328;topup;False;None
2020-06-12;1029125736;balance;False;None
2020-06-12;1029125736;spend;False;None
2020-06-12;1029125736;topup;False;None
2020-06-12;1029125736;topup;False;None
2020-06-12;1029125736;balance;False;None
2020-06-12;1029125736;balance;False;None
2020-06-12;1029125736;spend;False;None
2020-06-12;1029125736;topup;False;None
2020-06-12;1029125736;balance;False;None
2020-06-12;1029125736;spend;False;None
2020-06-12;1029125736;topup;False;None
2020-06-12;1029125736;spend;False;None
2020-06-12;1029125736;topup;False;None
2020-06-12;780918328;topup;False;None
2020-06-12;780918328;balance;False;None
2020-06-12;445510857;start;False;None
2020-06-12;-395316755;emoji like;True;1
2020-06-12;445510857;start;False;None
2020-06-12;445510857;spend;False;None
2020-06-12;-395316755;emoji like;True;1
2020-06-12;760481631;start;False;None
2020-06-12;780918328;balance;False;None
2020-06-12;780918328;topup;False;None
2020-06-12;780918328;balance;False;None
2020-06-12;780918328;spend;False;None
2020-06-12;780918328;spend;False;None
2020-06-12;445510857;spend;False;None
2020-06-12;297305919;spend;False;None
2020-06-12;297305919;balance;False;None
2020-06-12;780918328;balance;False;None
2020-06-12;780918328;topup;False;None
2020-06-12;780918328;topup;False;None
2020-06-12;780918328;balance;False;None
2020-06-12;-395316755;emoji like;True;1
2020-06-12;-395316755;emoji like;True;1
2020-06-12;-395316755;emoji like;True;1
2020-06-12;279670763;start;False;None
2020-06-12;279670763;balance;False;None
2020-06-12;-395316755;emoji like;True;1
2020-06-12;705304158;balance;False;None
2020-06-12;705304158;start;False;None
2020-06-12;-395316755;emoji like;True;1
2020-06-12;374453215;start;False;None
2020-06-12;-395316755;emoji like;True;1
2020-06-12;780918328;balance;False;None
2020-06-12;296219153;balance;False;None
2020-06-12;108080557;topup;False;None
2020-06-12;-1001358830659;emoji like;True;10
2020-06-12;-1001358830659;emoji like;True;1
2020-06-12;296219153;balance;False;None
2020-06-12;296219153;balance;False;None
2020-06-12;445510857;balance;False;None
2020-06-12;474041825;start;False;None
2020-06-12;474041825;balance;False;None
2020-06-12;474041825;topup;False;None
2020-06-12;-1001168981901;emoji like;True;0.9875914814937057
2020-06-12;824333328;start;False;None
2020-06-12;824333328;balance;False;None
2020-06-12;824333328;spend;False;None
2020-06-12;824333328;balance;False;None
2020-06-12;824333328;topup;False;None
2020-06-12;824333328;balance;False;None
2020-06-12;297305919;spend;False;None
2020-06-12;824333328;balance;False;None
2020-06-12;824333328;balance;False;None
2020-06-12;824333328;topup;False;None
2020-06-12;824333328;balance;False;None
2020-06-12;824333328;topup;False;None
2020-06-12;824333328;balance;False;None
2020-06-12;824333328;spend;False;None
2020-06-12;824333328;balance;False;None
2020-06-12;-1001168981901;emoji like;True;0.9851829639991927
2020-06-12;445510857;balance;False;None
2020-06-12;-395316755;emoji like;True;1
2020-06-12;445510857;balance;False;None
2020-06-12;297305919;balance;False;None
2020-06-12;297305919;topup;False;None
2020-06-12;297305919;spend;False;None
2020-06-12;-1001152879965;emoji like;True;1
2020-06-12;-1001358830659;emoji like;True;0.9775914976720175
2020-06-12;-1001358830659;emoji like;True;1
2020-06-12;297305919;balance;False;None
2020-06-12;383333864;balance;False;None
2020-06-12;383333864;balance;False;None
2020-06-12;-1001358830659;emoji like;True;1
2020-06-12;70549954;start;False;None
2020-06-12;70549954;balance;False;None
2020-06-12;-1001358830659;emoji like;True;100
2020-06-12;297305919;balance;False;None
2020-06-12;271980624;balance;False;None
2020-06-12;271980624;spend;False;None
2020-06-12;271980624;balance;False;None
2020-06-12;342162208;balance;False;None
2020-06-12;342162208;topup;False;None
2020-06-12;342162208;balance;False;None
2020-06-12;297305919;topup;False;None
2020-06-12;297305919;balance;False;None
2020-06-12;297305919;spend;False;None
2020-06-12;297305919;topup;False;None
2020-06-12;297305919;balance;False;None
2020-06-12;297305919;topup;False;None
2020-06-12;297305919;spend;False;None
2020-06-12;-1001358830659;emoji like;True;1
2020-06-12;271980624;balance;False;None
2020-06-12;271980624;topup;False;None
2020-06-12;806260387;balance;False;None
2020-06-12;806260387;balance;False;None
2020-06-12;-1001248219635;emoji like;True;0.7252433958768401
2020-06-12;762717877;topup;False;None
2020-06-12;762717877;balance;False;None
2020-06-12;762717877;balance;False;None
2020-06-12;-1001488356732;emoji like;True;0.9775914827780707
2020-06-12;356660886;start;False;None
2020-06-12;356660886;balance;False;None
2020-06-12;356660886;topup;False;None
2020-06-12;762717877;balance;False;None
2020-06-12;762717877;spend;False;None
2020-06-12;762717877;topup;False;None
2020-06-12;762717877;balance;False;None
2020-06-12;-1001248219635;emoji like;True;0.7228348689833024
2020-06-12;886747401;balance;False;None
2020-06-12;-1001248219635;emoji like;True;0.7204263420885123
2020-06-12;-1001248219635;emoji like;True;0.7180178151930959
2020-06-12;271980624;balance;False;None
2020-06-12;271980624;spend;False;None
2020-06-12;-1001248219635;emoji like;True;0.7156092882970533
2020-06-12;490847317;start;False;None
2020-06-12;490847317;balance;False;None
2020-06-12;271980624;spend;False;None
2020-06-12;490847317;balance;False;None
2020-06-12;-1001248219635;emoji like;True;0.7132007614003845
2020-06-13;271980624;spend;False;None
2020-06-13;-1001248219635;emoji like;True;0.7107922345030894
2020-06-13;-1001358830659;emoji like;True;1
2020-06-13;271980624;balance;False;None
2020-06-13;271980624;spend;False;None
2020-06-13;88433316;start;False;None
2020-06-13;88433316;balance;False;None
2020-06-13;-1001248219635;emoji like;True;0.708383707605168
2020-06-13;-1001248219635;emoji like;True;0.7059751807059942
2020-06-13;-1001248219635;emoji like;True;0.7035666538061942
2020-06-13;395805637;start;False;None
2020-06-13;-1001248219635;emoji like;True;0.701158126905768
2020-06-13;297305919;balance;False;None
2020-06-13;644882968;balance;False;None
2020-06-13;297305919;spend;False;None
2020-06-13;297305919;topup;False;None
2020-06-13;297305919;balance;False;None
2020-06-13;644882968;balance;False;None
2020-06-13;-1001351482552;emoji like;True;0.9875914976782795
2020-06-13;502470579;start;False;None
2020-06-13;502470579;balance;False;None
2020-06-13;419284661;start;False;None
2020-06-13;490847317;balance;False;None
2020-06-13;-1001248219635;emoji like;True;0.9727744548694913
2020-06-13;459423303;balance;False;None
2020-06-13;459423303;spend;False;None
2020-06-13;-1001351482552;emoji like;True;0.9751829707766008
2020-06-13;-1001351482552;emoji like;True;0.9627744438736696
2020-06-13;-1001351482552;emoji like;True;0.9603659169701121
2020-06-13;-1001248219635;emoji like;True;0.6987496000047155
2020-06-13;-1001351482552;emoji like;True;0.9579573900659284
2020-06-13;-1001351482552;emoji like;True;0.9455488631604922
2020-06-13;642404196;balance;False;None
2020-06-13;642404196;spend;False;None
2020-06-13;642404196;start;False;None
2020-06-13;642404196;spend;False;None
2020-06-13;642404196;balance;False;None
2020-06-13;642404196;topup;False;None
2020-06-13;623563581;start;False;None
2020-06-13;623563581;balance;False;None
2020-06-13;934039477;start;False;None
2020-06-13;934039477;balance;False;None
2020-06-13;-1001366420946;emoji like;True;0.987591481494332
2020-06-13;-1001351482552;emoji like;True;0.9431403362544298
2020-06-13;450734020;balance;False;None
2020-06-13;146407425;start;False;None
2020-06-13;-1001372449225;emoji like;True;0.9707319301867594
2020-06-13;391166709;balance;False;None
2020-06-13;-1001372449225;emoji like;True;1
2020-06-13;391166709;balance;False;None
2020-06-13;-1001372449225;emoji like;True;1
2020-06-13;-1001488356732;emoji like;True;0.8875928937454334
2020-06-13;-1001372449225;emoji like;True;1
2020-06-13;391166709;balance;False;None
2020-06-13;-1001248219635;emoji like;True;0.6963410730999052
2020-06-13;-1001248219635;emoji like;True;0.6939325461888329
2020-06-13;-1001248219635;emoji like;True;0.6915240192771344
2020-06-13;-1001248219635;emoji like;True;0.6891154923648097
2020-06-13;-1001248219635;emoji like;True;0.6867069654518587
2020-06-13;-1001248219635;emoji like;True;0.6842984385382815
2020-06-13;762717877;balance;False;None
2020-06-13;-1001168981901;emoji like;True;0.9727744465040534
2020-06-13;-1001168981901;emoji like;True;0.9703659195892237
2020-06-13;-1001488356732;emoji like;True;0.8851843668356136
2020-06-13;-1001372449225;emoji like;True;1
2020-06-13;806260387;spend;False;None
2020-06-13;806260387;balance;False;None
2020-06-13;380746444;start;False;None
2020-06-13;296219153;balance;False;None
2020-06-13;324179882;balance;False;None
2020-06-13;56732547;start;False;None
2020-06-13;324179882;spend;False;None
2020-06-13;624046964;start;False;None
2020-06-13;624046964;spend;False;None
2020-06-13;624046964;spend;False;None
2020-06-13;324179882;topup;False;None
2020-06-13;-1001372449225;emoji like;True;10
2020-06-13;33218402;start;False;None
2020-06-13;1049949631;start;False;None
2020-06-13;33218402;spend;False;None
2020-06-13;1049949631;balance;False;None
2020-06-13;434362593;start;False;None
2020-06-13;297305919;balance;False;None
2020-06-13;297305919;spend;False;None
2020-06-13;297305919;topup;False;None
2020-06-13;391166709;balance;False;None
2020-06-13;944912548;balance;False;None
2020-06-13;944912548;balance;False;None
2020-06-13;944912548;balance;False;None
2020-06-13;944912548;spend;False;None
2020-06-13;551869997;start;False;None
2020-06-13;551869997;topup;False;None
2020-06-13;551869997;spend;False;None
2020-06-13;551869997;balance;False;None
2020-06-13;874125410;balance;False;None
2020-06-13;944912548;balance;False;None
2020-06-13;944912548;balance;False;None
2020-06-13;889101573;start;False;None
2020-06-13;889101573;balance;False;None
2020-06-13;-1001372449225;emoji like;True;1
2020-06-13;874125410;balance;False;None
2020-06-13;-1001372449225;emoji like;True;1
2020-06-13;874125410;balance;False;None
2020-06-13;874125410;balance;False;None
2020-06-13;-1001372449225;emoji like;True;1
2020-06-13;874125410;balance;False;None
2020-06-13;874125410;balance;False;None
2020-06-13;874125410;balance;False;None
2020-06-13;874125410;spend;False;None
2020-06-13;-1001372449225;emoji like;True;1
2020-06-13;159016077;balance;False;None
2020-06-13;391166709;balance;False;None
2020-06-13;-1001372449225;emoji like;True;1
2020-06-13;874125410;balance;False;None
2020-06-13;-1001372449225;emoji like;True;1
2020-06-13;-1001372449225;emoji like;True;1
2020-06-13;206244711;balance;False;None
2020-06-13;206244711;balance;False;None
2020-06-13;206244711;topup;False;None
2020-06-13;206244711;balance;False;None
2020-06-13;-1001300117365;emoji like;True;1
2020-06-13;206244711;balance;False;None
2020-06-13;135724019;spend;False;None
2020-06-13;135724019;balance;False;None
2020-06-13;-1001372449225;emoji like;True;1
2020-06-13;135724019;topup;False;None
2020-06-13;48062154;start;False;None
2020-06-13;48062154;balance;False;None
2020-06-13;48062154;spend;False;None
2020-06-13;7837562;start;False;None
2020-06-13;7837562;spend;False;None
2020-06-13;7837562;balance;False;None
2020-06-13;7837562;topup;False;None
2020-06-13;373465374;start;False;None
2020-06-13;373465374;balance;False;None
2020-06-13;373465374;topup;False;None
2020-06-13;373465374;spend;False;None
2020-06-13;398362512;topup;False;None
2020-06-13;-1001307965503;emoji like;True;0.9679573926737678
2020-06-13;-1001358830659;emoji like;True;1
2020-06-13;338630069;start;False;None
2020-06-13;338630069;balance;False;None
2020-06-13;475266678;balance;False;None
2020-06-13;-1001307965503;emoji like;True;1
2020-06-13;306244472;start;False;None
2020-06-13;306244472;spend;False;None
2020-06-13;306244472;balance;False;None
2020-06-13;306244472;topup;False;None
2020-06-13;297305919;balance;False;None
2020-06-13;297305919;topup;False;None
2020-06-13;297305919;spend;False;None
2020-06-13;297305919;spend;False;None
2020-06-13;297305919;spend;False;None
2020-06-13;297305919;balance;False;None
2020-06-13;297305919;topup;False;None
2020-06-13;929320198;start;False;None
2020-06-13;929320198;balance;False;None
2020-06-13;-1001366420946;emoji like;True;0.9751829545876434
2020-06-13;-1001264241484;emoji like;True;1
2020-06-13;463847326;start;False;None
2020-06-13;479364679;balance;False;None
2020-06-13;463847326;spend;False;None
2020-06-13;463847326;balance;False;None
2020-06-13;463847326;topup;False;None
2020-06-13;-1001477966685;emoji like;True;1
2020-06-13;200711590;balance;False;None
2020-06-13;-1001287657085;emoji like;True;0.9875908808472107
2020-06-13;-1001372449225;emoji like;True;1
2020-06-13;262152372;start;False;None
2020-06-13;262152372;balance;False;None
2020-06-13;886747401;balance;False;None
2020-06-13;-1001372449225;emoji like;True;0.9875914731020787
2020-06-13;-1001488356732;emoji like;True;1
2020-06-13;206244711;spend;False;None
2020-06-13;206244711;balance;False;None
2020-06-13;479364679;topup;False;None
2020-06-13;-1001372449225;emoji like;True;7.526293216416164
2020-06-13;479364679;balance;False;None
2020-06-13;-1001372449225;emoji like;True;1
2020-06-13;479364679;start;False;None
2020-06-13;-1001372449225;emoji like;True;1
2020-06-13;159016077;balance;False;None
2020-06-13;-1001372449225;emoji like;True;1
2020-06-13;-1001300117365;emoji like;True;1
2020-06-13;-1001372449225;emoji like;True;1
2020-06-13;241475984;balance;False;None
2020-06-13;-1001372449225;emoji like;True;1
2020-06-13;313273514;start;False;None
